site,mean_wind,lat,long
2544,8.272285829,17.517082,-67.276215
2545,8.24898694,17.544044,-67.27652
2546,8.223475394345012,17.571037,-67.276855
2547,8.196286274039648,17.597992,-67.27719
2548,8.163796656111426,17.62497,-67.2775
2549,8.129321269,17.65194,-67.27783
2550,8.082130706073091,17.678925,-67.27817
2551,8.032281247127901,17.705894,-67.27847
2552,7.963744135,17.732857,-67.27881
2553,7.891933735,17.759827,-67.279144
2554,7.8008026654939115,17.78682,-67.27948
2555,7.709841056733995,17.813766,-67.279785
2556,7.6002027951401345,17.840729,-67.28012
2557,7.466146724625399,17.867706,-67.28046
2558,7.340242088107956,17.894684,-67.28076
2559,7.174369534856322,17.921646,-67.2811
2560,7.147735779652805,17.948624,-67.28143
2561,7.153166050664929,17.97557,-67.28174
2562,7.038244669882826,18.002533,-67.282074
2563,6.830508388721462,18.029526,-67.28241
2564,6.658639443095455,18.05648,-67.282715
2565,6.438279749165135,18.083443,-67.28305
2566,6.264547478,18.110428,-67.28339
2567,6.189003874299778,18.137383,-67.28369
2568,6.165201504,18.164345,-67.28403
2569,6.195897152,18.1913,-67.28436
2570,6.264372860173841,18.218277,-67.2847
2571,6.3197141048663665,18.245232,-67.285034
2572,6.308412551775302,18.272202,-67.28534
2573,6.400102113,18.299156,-67.285675
2574,6.535011946729105,18.326126,-67.28601
2575,6.772630264293296,18.353096,-67.286316
2576,6.897764819207387,18.38005,-67.28665
2577,7.001356335889318,18.407005,-67.28699
2578,7.078586340682167,18.433975,-67.28732
2579,7.249343049356509,18.460922,-67.28766
2580,7.430736737600421,18.487892,-67.287964
2581,7.573723293441373,18.514847,-67.2883
2582,7.591437219381308,18.54181,-67.288635
2583,7.555607658824451,18.568756,-67.28894
2584,7.584036951,18.595718,-67.28931
2585,7.60732721,18.622665,-67.28961
2586,7.640445042888788,18.649635,-67.28995
2587,7.687992115867028,18.67659,-67.29028
2588,7.7195882232171416,18.70353,-67.29059
2589,7.768876890904268,18.730492,-67.290924
2590,7.800284562347684,18.757454,-67.29126
2591,7.837932619966944,18.784386,-67.291595
2592,7.855527365134589,18.811348,-67.29193
2593,7.875747771451353,18.838295,-67.29224
2594,7.881112509551888,18.86525,-67.29257
2595,7.888084527271957,18.892212,-67.29291
2596,7.886284602478751,18.919151,-67.29324
2597,7.8849276932139745,18.946098,-67.29358
2598,7.878266556202189,18.973068,-67.293884
2599,7.871628988286071,19,-67.29425
2600,7.863222745329816,19.026932,-67.294556
2601,7.854556583,19.053886,-67.29489
2602,7.843650795499893,19.080841,-67.29523
2603,7.831914359688315,19.10778,-67.29556
2604,7.819824146460725,19.134727,-67.2959
2605,7.8065976309016305,19.161667,-67.2962
2606,7.7945584349345465,19.188622,-67.29654
2607,7.781213905042638,19.215553,-67.296875
2608,7.767836353327112,19.242485,-67.29721
2609,7.753347159062511,19.269432,-67.29755
2610,7.739953181232865,19.296356,-67.29788
2611,7.724809500019715,19.323318,-67.29822
2612,7.712109436496199,19.350266,-67.29852
2613,7.696716316728319,19.377182,-67.29886
2614,7.68420745,19.404121,-67.299194
2615,7.666336295547721,19.431068,-67.29953
2616,7.6528473959112775,19.458,-67.299866
2617,7.630479730412153,19.484932,-67.3002
2618,7.610259496146982,19.511879,-67.30054
2619,7.586263321660449,19.538818,-67.30084
2620,7.567042607693695,19.565742,-67.30118
2621,7.554508964903988,19.592667,-67.30151
2622,8.550773073422159,16.546173,-67.23639
2623,8.568554165834904,16.573158,-67.236725
2624,8.588414764611958,16.600128,-67.23703
2625,8.605947454132515,16.627113,-67.237366
2626,8.612812935580752,16.654099,-67.23767
2627,8.630595686,16.681076,-67.237976
2628,8.630533353086955,16.708054,-67.23831
2629,8.637249471,16.735023,-67.23865
2630,8.629373309023327,16.762032,-67.23895
2631,8.629216529274851,16.789001,-67.23926
2632,8.619210397,16.815971,-67.23959
2633,8.615237897567967,16.842964,-67.2399
