,0
225,7.4519942736534
226,7.439304698520422
227,7.429222196620428
228,8.466417868259821
229,8.474153147755644
230,8.482076319660106
231,8.484529720613294
232,8.479963014205481
233,8.480173947728698
234,8.474581996258753
235,8.468449445338539
236,8.46189918731962
237,8.454748946338198
238,8.440851190390749
239,8.430115669887504
240,8.415266769463576
241,8.399706965341707
242,8.38526145149753
243,8.369513472359948
244,8.35106565672276
245,8.33509320903614
246,8.316425955218463
247,8.296805568759266
248,8.279200310846907
249,8.259294396853734
250,8.238472130159831
251,8.219485466622533
252,8.19780294298054
253,8.1754821966672
254,8.154803511144658
255,8.130845689950487
256,8.106743380554892
257,8.084138691287459
258,8.058116619660762
259,8.031464352345683
260,8.006139320518907
261,7.97632756160535
262,7.946043568890289
263,7.916553352361779
264,7.881861424999018
265,7.847342704616514
266,7.814062834408331
267,7.77551934393478
268,7.736714767977889
269,7.70020504986231
270,7.656782497767293
271,7.616068599014568
272,7.578262796928348
273,7.534268004222054
274,7.492042617245646
275,7.45860951226179
276,7.421427322820212
277,7.393469846547957
278,7.374995484642551
279,7.346819735485729
280,7.3109133895246075
281,7.288488805910558
282,7.270543217639367
283,7.273682511724781
284,7.291859217581629
285,7.297376568075151
286,7.288857721477294
287,7.29204462304592
288,7.27978956584095
289,7.260740354349115
290,7.259624782177113
291,7.262464843834468
292,7.271470502576794
293,7.297872219532064
294,7.311488102628955
295,7.314782563279202
296,7.331308422991421
297,7.350562119118595
298,7.363152437469322
299,7.384951345235933
300,7.403986483298278
301,7.4148844034997765
302,7.429015539708393
303,7.442233111052853
304,7.449237824570479
305,7.460033714864474
306,7.468616485011125
307,7.474121426878244
308,7.483106994010475
309,7.4932834325693545
310,7.498190047595848
311,7.507988689273127
312,7.515603735829329
313,7.521093804374485
314,7.527639258892753
315,7.534367146953011
316,7.536888115143955
317,7.542074543145046
318,7.5455093417696535
319,7.546810321342337
320,7.548809422382755
321,7.549162871576331
322,7.5475607963783915
323,7.547662002182245
324,7.546588636354199
325,7.544015115304033
326,7.5425767756443465
327,7.53871995720732
328,7.534109445762212
329,7.530692555827413
330,7.525254790140934
331,7.518006998818893
332,7.512599421101335
333,7.503858394517631
334,7.495286511811071
335,7.488666976746833
336,7.482121562450604
337,7.471017158298382
338,7.4628537919972855
339,7.451514159994611
340,7.439446282273805
341,7.430502760454326
342,8.466877108376249
343,8.47415446102187
344,8.482050432708673
345,8.484519949032935
346,8.476401257085264
347,8.481624321787313
348,8.474029436329806
349,8.471638158757875
350,8.463261117699977
351,8.45714129512923
352,8.441463699786755
353,8.43267673681288
354,8.41617048695581
355,8.401759221441402
356,8.386750965277209
357,8.371234594239406
358,8.352427258880793
359,8.336998942582364
360,8.31798847384148
361,8.298641733621126
362,8.281159321210273
363,8.260948408402317
364,8.240042369675292
365,8.221139342871716
366,8.19953540079874
367,8.177300241332262
368,8.156444864209274
369,8.132002386382743
370,8.107897753738094
371,8.085082312940825
372,8.058943295471279
373,8.031820960393386
374,8.006507618706383
375,7.976225923963517
376,7.945502051896442
377,7.915546217892498
378,7.880403644676707
379,7.845168254456527
380,7.8109647771529085
381,7.771719590322481
382,7.7311376315566305
383,7.693987705138923
384,7.648229904504115
385,7.605603663455627
386,7.564107702074516
387,7.518709042307068
388,7.472557653236272
389,7.437158911517173
390,7.396960225160308
391,7.36438782538922
392,7.34128607747792
393,7.313253941579113
394,7.284512118663713
395,7.268659222611033
396,7.249656130360488
397,7.236078563894705
398,7.2381335168862035
399,7.232554209747747
400,7.221007469514376
401,7.227183650236293
402,7.217971255164504
403,7.2066479582142575
404,7.217396387747844
405,7.225007357217554
406,7.230365501994608
407,7.254669525473321
408,7.269677304795006
409,7.2784504364514815
410,7.3022861040803395
411,7.324606775082965
412,7.338862631023792
413,7.365626466954717
414,7.385845566828101
415,7.398732470164182
416,7.415433327602173
417,7.429951319127326
418,7.436859096655555
419,7.449968309324815
420,7.458842663965572
421,7.465992558556531
422,7.475578110678586
423,7.487147151265026
424,7.491715888425159
425,7.504665741338522
426,7.511655277484039
427,7.519682427654847
428,7.525988889057784
429,7.533720706156243
430,7.536265763314473
431,7.543584035666244
432,7.546584618814498
433,7.548772112160593
434,7.550698821786294
435,7.55083208500716
436,7.549270701178875
437,7.55023163012758
438,7.548842595932501
439,7.546377939289753
440,7.545511007469448
441,7.541212688296317
442,7.536910576138345
443,7.533510105611789
444,7.5281632766559525
445,7.52070240358921
446,7.51581521995936
447,7.506393460998991
448,7.498974768401543
449,7.490993496750514
450,7.4851073581142575
451,7.472311550928495
452,7.464705536555668
453,7.4518524981857395
454,7.439511435681571
455,7.43128972263546
456,8.469089118875825
457,8.47694179605298
458,8.486164472284045
459,8.492624193960442
460,8.488453856963323
461,8.497434991482521
462,8.490426052791053
463,8.493521156097419
464,8.480408426136433
465,8.474961576712165
466,8.460930975164446
467,8.450433333853098
468,8.43347042322432
469,8.421946523242216
470,8.403789181879553
471,8.388814674395018
472,8.372147017668038
473,8.354624907339783
474,8.335964770473073
475,8.31938433972933
476,8.299455149904107
477,8.27954505208981
478,8.260593350612544
479,8.239012451161711
480,8.218202763664289
481,8.197763625450659
482,8.174199114932913
483,8.150354391351295
484,8.128163433710382
485,8.10229562533529
486,8.076963256382474
487,8.051612045224367
488,8.023259718050506
489,7.993519891929341
490,7.964050335980813
491,7.930742909482549
492,7.896361044572501
493,7.862460730528582
494,7.824120476949058
495,7.78547500469147
496,7.745282760373745
497,7.7034926898012746
498,7.657273069328488
499,7.614820174107552
500,7.56605627375631
501,7.520208677150592
502,7.472481395592107
503,7.429574372431991
504,7.387879931067562
505,7.3532881770819944
506,7.320418463624181
507,7.291751629311465
508,7.267791145989254
509,7.247648848921514
510,7.2283260797054165
511,7.211494691001036
512,7.192883480692897
513,7.17537688081949
514,7.163509616553225
515,7.162891497422142
516,7.163601151390307
517,7.169298668474644
518,7.179082987332713
519,7.1920328910596725
520,7.206411331052292
521,7.222695459378673
522,7.241350889888524
523,7.264708939653114
524,7.286801424718336
525,7.310884616735156
526,7.336017870235184
527,7.362442304670248
528,7.382487145227186
529,7.403583822677751
530,7.418607293447069
531,7.432895595055025
532,7.445101301050146
533,7.457220757879601
534,7.46613595379672
535,7.478675859231397
536,7.485642221185114
537,7.497815446372455
538,7.505933758738372
539,7.518218992306961
540,7.524542157232714
541,7.5374633051168205
542,7.540981112712198
543,7.549200876931669
544,7.5546573548263325
545,7.560758630261752
546,7.563198331246182
547,7.567972096721614
548,7.5674499001920905
549,7.567650250650281
550,7.568197086753813
551,7.567387811483693
552,7.565751252900642
553,7.564746660685986
554,7.562169800945673
555,7.558341320328121
556,7.555866208940995
557,7.549789768939563
558,7.545126733953772
559,7.539153715386879
560,7.532070273239602
561,7.522994579263025
562,7.5184690917639685
563,7.506460654412121
564,7.500959459186842
565,7.488308322026964
566,7.474163785416171
567,7.455325090723799
568,7.441601754006301
569,7.433558507945071
570,8.471953716010718
571,8.480509225184157
572,8.491064995235709
573,8.500005656455013
574,8.50051668237858
575,8.513104891703222
576,8.507727968998179
577,8.50990948461971
578,8.498114499822194
579,8.493119036154827
580,8.478259594629273
581,8.468529849648762
582,8.451852929932755
583,8.439151591090795
584,8.422091989378764
585,8.407492010678874
586,8.389997896614094
587,8.373627957120007
588,8.3553305528004
589,8.338135330374417
590,8.31955171813787
591,8.29983027424807
592,8.27997322419966
593,8.259772591524321
594,8.239473790531353
595,8.217761581260739
596,8.195147870687428
597,8.171082241398832
598,8.147657949917706
599,8.122651848758808
600,8.097800883091663
601,8.07125718897369
602,8.04359011695452
603,8.013828117813272
604,7.982943726152629
605,7.950211326477756
606,7.9160738679863965
607,7.880721181764168
608,7.842179433639697
609,7.803000666074551
610,7.760484223533761
611,7.718253548507633
612,7.670968209088086
613,7.6254043966406355
614,7.574481079040014
615,7.525534392427366
616,7.472681111438564
617,7.4261108733136325
618,7.380341599556215
619,7.340373421697056
620,7.302837518012185
621,7.270385289801493
622,7.243088223204138
623,7.2182686985625235
624,7.196424242759751
625,7.177223975773684
626,7.160800464847329
627,7.14646098310231
628,7.136495539250992
629,7.1289503474950795
630,7.126052397403204
631,7.1292396056861005
632,7.1387592856797095
633,7.154074674987607
634,7.171363757774076
635,7.191079698832331
636,7.215023166420241
637,7.242304995175941
638,7.2692929372416355
639,7.299698002179083
640,7.328984157138079
641,7.359789172600505
642,7.383353763861327
643,7.406743342945019
644,7.423586988835568
645,7.439821282221812
646,7.45330276064927
647,7.467601512959931
648,7.47813878549415
649,7.491090977940376
650,7.49983963820164
651,7.5130719124409095
652,7.52088030429442
653,7.534862780020829
654,7.541703329502165
655,7.553864261154031
656,7.559002682154516
657,7.568579904725063
658,7.57333920441434
659,7.580276097028812
660,7.583032799738047
661,7.58689680516044
662,7.587647712567337
663,7.588508387512858
664,7.588104235401505
665,7.587886698807871
666,7.58605393768036
667,7.583850366988841
668,7.581645195433656
669,7.577347238440946
670,7.573265411504711
671,7.568053831166648
672,7.563631129359834
673,7.5565213579224295
674,7.5502186670996725
675,7.540907261009503
676,7.534816153006979
677,7.5236016463749795
678,7.516120020925841
679,7.4997267023089735
680,7.481609405020326
681,7.4601460992406885
682,7.445428451610835
683,7.437176898506799
684,8.475084923345445
685,8.484501955623404
686,8.496227273124187
687,8.506764535144836
688,8.509764621787928
689,8.523276985435839
690,8.518342535294012
691,8.521074117129158
692,8.50962946106089
693,8.504886187084622
694,8.490251687441738
695,8.480762395071773
696,8.464040872544285
697,8.45144247904813
698,8.434460385931548
699,8.419947925243884
700,8.402604995045982
701,8.386623716260232
702,8.368609348280588
703,8.351749187111677
704,8.333712802282653
705,8.314497093550608
706,8.295159497576492
707,8.27541119134728
708,8.2550428506115
709,8.233507817074495
710,8.211266234425754
711,8.187111077334926
712,8.163827184310794
713,8.138848003933552
714,8.11377268235205
715,8.087107707051944
716,8.059687785816973
717,8.030120268262205
718,7.99912971551897
719,7.966307474257846
720,7.932063978832933
721,7.8965166611304385
722,7.857784459667727
723,7.817849012187997
724,7.774008681270324
725,7.730783425018766
726,7.68228675618442
727,7.63539540723948
728,7.582526411345616
729,7.530670868681893
730,7.474302465930147
731,7.4242032744388595
732,7.374214094079797
733,7.3303543730791985
734,7.28908380512045
735,7.253627172237666
736,7.225085936486286
737,7.198982656719122
738,7.176931628607093
739,7.155648539088257
740,7.136097906841793
741,7.118972757883784
742,7.1064314693823265
743,7.099715889633795
744,7.094654615438164
745,7.096906076934699
746,7.106166838185432
747,7.120743712662981
748,7.139379217519268
749,7.163115015782083
750,7.190594931254706
751,7.222167867454073
752,7.254324009640773
753,7.290497497395629
754,7.323319181759975
755,7.35852635421603
756,7.385214045475432
757,7.410293924000951
758,7.42940442297014
759,7.448091980775525
760,7.462333124815468
761,7.4770785437122
762,7.4885883930464825
763,7.502636108213027
764,7.511710352727235
765,7.525843540390464
766,7.534108216539877
767,7.548601578952683
768,7.55549998028531
769,7.568217259093927
770,7.574297245458716
771,7.584625999521188
772,7.589312633064148
773,7.596076552701118
774,7.59860460700388
775,7.6026216537332045
776,7.603920852801034
777,7.605280508562643
778,7.604588807301132
779,7.6039505072527005
780,7.601987184370574
781,7.59909512482741
782,7.595825046888888
783,7.590976262530579
784,7.5864658443174
785,7.581088791134313
786,7.5760568483793165
787,7.568461672764295
788,7.562325924028521
789,7.552690236970866
790,7.546314562033151
791,7.534647110692097
792,7.526891177647092
793,7.508975001195549
794,7.48881219155728
795,7.466366594630803
796,7.4509017811805665
797,7.4422008729809175
798,8.479332650156241
799,8.489698800668068
800,8.502642236728125
801,8.514347882188755
802,8.517138985421763
803,8.531281736589339
804,8.527421667794686
805,8.530822048650101
806,8.51955400772779
807,8.515267176115652
808,8.500903477420522
809,8.491307426485239
810,8.474962367884494
811,8.462521378390818
812,8.445755004065063
813,8.431371039511912
814,8.413992142794353
815,8.397918410874112
816,8.380355072643987
817,8.364042857746174
818,8.346403635956474
819,8.328014230301955
820,8.309465567727411
821,8.289641563739796
822,8.269558127648551
823,8.248439644400628
824,8.226051460638772
825,8.202118153128128
826,8.178961263980845
827,8.154007915647751
828,8.128756701110742
829,8.102063943718209
830,8.07512407524366
831,8.046016656464898
832,8.015447737870222
833,7.9826089845796435
834,7.94824205850353
835,7.912517417941818
836,7.873469187439132
837,7.832907393514861
838,7.787866229266447
839,7.743580683005487
840,7.69411031939295
841,7.645516018214368
842,7.590280560298998
843,7.536231166670804
844,7.476610778860054
845,7.422296756725084
846,7.368398724083741
847,7.320147625365396
848,7.27496125007534
849,7.23668293490757
850,7.204783250199061
851,7.177662362569215
852,7.153728851336159
853,7.132306815123059
854,7.113831052827448
855,7.095995083734624
856,7.083203988338047
857,7.072070120460806
858,7.062831674183397
859,7.060895791265852
860,7.067775459233149
861,7.081721687444377
862,7.102294271587047
863,7.130175793290583
864,7.161365538382823
865,7.19916754944647
866,7.23703175193738
867,7.278734105440736
868,7.316606931942447
869,7.355603479863737
870,7.385156720409578
871,7.41358375138274
872,7.435100336279719
873,7.455454685589619
874,7.471073779445865
875,7.486284215892203
876,7.498653806929445
877,7.513510699728545
878,7.523150759072604
879,7.537976592832197
880,7.546732790225161
881,7.561220949593869
882,7.5685905612555135
883,7.582602804406177
884,7.589647403084989
885,7.60029297483851
886,7.6048980647409765
887,7.611829834417672
888,7.614570241334874
889,7.618730541676013
890,7.620150068293027
891,7.621665438587985
892,7.620552590274097
893,7.61875295452082
894,7.616284207743805
895,7.612427614407335
896,7.608551747352467
897,7.603698528704641
898,7.599029170097562
899,7.593157631975086
900,7.587776660033566
901,7.580087584381788
902,7.573661233258784
903,7.563964572416829
904,7.556836276534862
905,7.544162550254791
906,7.535507330342189
907,7.516714585217668
908,7.497062774094753
909,7.474432541186329
910,7.458395813722634
911,7.449264146660866
912,8.48376804259871
913,8.494840189042295
914,8.50837863850365
915,8.520691849153852
916,8.524049577713914
917,8.538731705061483
918,8.535509761937398
919,8.539332310627502
920,8.528375722593353
921,8.524518644045068
922,8.51026812533007
923,8.500816336312996
924,8.484714105321212
925,8.472518342152256
926,8.45603370041313
927,8.44172985061049
928,8.424489699931769
929,8.40893970451928
930,8.39154283577027
931,8.37561940431332
932,8.358511361514454
933,8.340913486889276
934,8.322938503575902
935,8.303590191615466
936,8.283573976787363
937,8.262459756830053
938,8.240193294782527
939,8.216688442079704
940,8.19357801226126
941,8.169117854198365
942,8.144124750285375
943,8.117183476560255
944,8.090370834035067
945,8.061598968522018
946,8.031418928211611
947,7.99910197865201
948,7.964855527510532
949,7.9290617434745325
950,7.889862956517018
951,7.848911062506767
952,7.803427661907061
953,7.758357630194655
954,7.707447976733322
955,7.657135075591432
956,7.599802912570387
957,7.543593845545236
958,7.481208642217892
959,7.423293140522171
960,7.36481039899232
961,7.312059219362075
962,7.262983236137603
963,7.221133770928445
964,7.1862101492127355
965,7.158258984046813
966,7.132196448737169
967,7.109551000054021
968,7.090656007952897
969,7.0711833500589165
970,7.054599220991731
971,7.041254974733502
972,7.028554836639968
973,7.023103763198516
974,7.027168132841649
975,7.0416388427147165
976,7.0636384464722966
977,7.095698109277653
978,7.130979413535184
979,7.175489760297364
980,7.219632660033059
981,7.267442673153644
982,7.309630559298323
983,7.3524444558287545
984,7.385394022418313
985,7.417866844748322
986,7.441529299197984
987,7.4632563894581
988,7.479818530240722
989,7.496040775504542
990,7.509452480667396
991,7.524888610024635
992,7.534554007506881
993,7.550023653906315
994,7.558849628228652
995,7.573910210877872
996,7.581910437563927
997,7.597150463430791
998,7.604782798256542
999,7.61581880714256
1000,7.620351146672846
1001,7.627603621271225
1002,7.630674496412079
1003,7.6347845718605925
1004,7.635717020490722
1005,7.636573227838464
1006,7.634855845921072
1007,7.632178947284227
1008,7.629536241602075
1009,7.625076824261731
1010,7.620576594131772
1011,7.615288453321102
1012,7.610590896417587
1013,7.60454325077867
1014,7.598582184061269
1015,7.590459077954614
1016,7.583886730387728
1017,7.573676640097995
1018,7.566090913481103
1019,7.5526105536165415
1020,7.543376503719907
1021,7.523988122746492
1022,7.5053626236941735
1023,7.482834446230056
1024,7.466629480411642
1025,7.457184400471762
1026,8.48784751335447
1027,8.4995607792759
1028,8.513763259657434
1029,8.526731253846721
1030,8.531310968845847
1031,8.546153450766102
1032,8.543545172703963
1033,8.547740862095628
1034,8.536968065003489
1035,8.533511210347118
1036,8.519504140142164
1037,8.510167397941245
1038,8.494015574329296
1039,8.482197066961165
1040,8.465995852333188
1041,8.45213706115724
1042,8.435257561758691
1043,8.42013959500353
1044,8.403268790832808
1045,8.387662194429366
1046,8.370742918397692
1047,8.353599525496701
1048,8.336141907167214
1049,8.317379868453738
1050,8.297684988415494
1051,8.276839788212332
1052,8.25494434910714
1053,8.231777487594137
1054,8.208832923978068
1055,8.184820168363386
1056,8.16023556811988
1057,8.133286743136633
1058,8.106419460325318
1059,8.077855357473327
1060,8.048414517678436
1061,8.016550255315815
1062,7.982408583203851
1063,7.9466359612433495
1064,7.907319544187308
1065,7.866578061294471
1066,7.821000087344876
1067,7.775337034450845
1068,7.723004988171181
1069,7.671338390187391
1070,7.6120299205669495
1071,7.5536335738858735
1072,7.488381026315979
1073,7.4268098157920885
1074,7.363819343817788
1075,7.306367907312229
1076,7.252726130610007
1077,7.206120687364281
1078,7.168900395761581
1079,7.138421336011445
1080,7.1111085012392765
1081,7.0868785138347885
1082,7.06680282878631
1083,7.045922079879025
1084,7.026289900652155
1085,7.008744876581295
1086,6.991491113876597
1087,6.98178702111713
1088,6.9824275960052615
1089,6.996372086337962
1090,7.019973973785352
1091,7.055784296895091
1092,7.0965965859080455
1093,7.148986681887355
1094,7.1995237628372255
1095,7.253645237072273
1096,7.301144851928234
1097,7.348710549055052
1098,7.386052512897019
1099,7.422819043471473
1100,7.448496137006525
1101,7.471489336672706
1102,7.489238071724898
1103,7.506404231333827
1104,7.52045792150887
1105,7.5362829474485356
1106,7.545800022001894
1107,7.561841008454529
1108,7.571440619775674
1109,7.5872694717616
1110,7.596106079793744
1111,7.612301291498204
1112,7.620416356404545
1113,7.631813258019962
1114,7.63664838680329
1115,7.643993076634753
1116,7.646845854269583
1117,7.650597574109938
1118,7.651210506350769
1119,7.651451956728093
1120,7.6493682334682305
1121,7.646451909540227
1122,7.643440393310567
1123,7.638693468185673
1124,7.633526249690691
1125,7.627756445275115
1126,7.6226308483382725
1127,7.616078851297148
1128,7.609710130212885
1129,7.601081461272957
1130,7.594011195518905
1131,7.5834647212319055
1132,7.5756309701351
1133,7.561786884946988
1134,7.551671066725179
1135,7.532474991734612
1136,7.513128741963365
1137,7.490776213406349
1138,7.474382067839672
1139,7.464624819981905
1140,8.492257307690462
1141,8.50461962201923
1142,8.519709865358111
1143,8.53359973943382
1144,8.537773303188214
1145,8.55313123027233
1146,8.550976424211486
1147,8.555341939721714
1148,8.54489824844983
1149,8.541576325755166
1150,8.52783908350121
1151,8.518926103630678
1152,8.503127109233978
1153,8.49154844359498
1154,8.47553878922395
1155,8.462339171067015
1156,8.445874026886242
1157,8.431056045575767
1158,8.414421161841545
1159,8.399116265407837
1160,8.382655133789289
1161,8.365811878124179
1162,8.348694406366674
1163,8.330580212712889
1164,8.311324685007367
1165,8.291009146559505
1166,8.269805904090333
1167,8.247054132227733
1168,8.224427094613677
1169,8.200522759053381
1170,8.176245959574675
1171,8.14952858635146
1172,8.12289592170484
1173,8.094579254843259
1174,8.06557465420729
1175,8.034156665047373
1176,8.00037771775008
1177,7.964850619224622
1178,7.925794893644829
1179,7.885358933623072
1180,7.839666934692351
1181,7.793550942027736
1182,7.740139488190932
1183,7.6875448992590325
1184,7.626651063772529
1185,7.566157717552549
1186,7.497847548456157
1187,7.4325724824374175
1188,7.365322422318783
1189,7.30238433432306
1190,7.24419947908868
1191,7.192043943585678
1192,7.151541926998834
1193,7.118383527945643
1194,7.089754565144373
1195,7.063146744833896
1196,7.040703912143572
1197,7.017414358778619
1198,6.994176159655646
1199,6.9721510532589095
1200,6.950296185415986
1201,6.936269925133675
1202,6.933911103222653
1203,6.946628561412484
1204,6.971554001645773
1205,7.011669178913894
1206,7.059275791978005
1207,7.118783202491434
1208,7.17609972224042
1209,7.2371445156354755
1210,7.290327971571367
1211,7.344276751342212
1212,7.386915821769625
1213,7.427547999411027
1214,7.455908865187089
1215,7.480359826409649
1216,7.499012351899637
1217,7.516202949803367
1218,7.530692487144508
1219,7.546815657034655
1220,7.556603396482613
1221,7.573807132220972
1222,7.583795647545111
1223,7.6006339719087235
1224,7.610559867359465
1225,7.627751201359233
1226,7.636086608357031
1227,7.647592891795225
1228,7.652460756195344
1229,7.659815081293994
1230,7.662134620503926
1231,7.66569154806682
1232,7.665794116871862
1233,7.665671696697352
1234,7.663489520823427
1235,7.66052022285483
1236,7.656994942457101
1237,7.651887515127096
1238,7.646649607903195
1239,7.640149366518879
1240,7.634384700779111
1241,7.627166774232984
1242,7.620241267539106
1243,7.611127565257176
1244,7.603538070412344
1245,7.592666946076726
1246,7.584528774595856
1247,7.5701897543452406
1248,7.559713988371833
1249,7.540306631427159
1250,7.521390465606257
1251,7.499001365171471
1252,7.482252124686033
1253,7.472222798157785
1254,8.496603549690244
1255,8.509457509476526
1256,8.524989689457112
1257,8.539454607198818
1258,8.544403802081973
1259,8.559960125261458
1260,8.55808909758866
1261,8.562515617007543
1262,8.552274756341415
1263,8.549383107349048
1264,8.535956514945678
1265,8.527480143978009
1266,8.512292241289643
1267,8.501092490887316
1268,8.485527574432208
1269,8.472820024395698
1270,8.456680468600515
1271,8.442019164865403
1272,8.425560291724864
1273,8.41060987883473
1274,8.394395831708838
1275,8.377913082615418
1276,8.361483398455325
1277,8.343905462245614
1278,8.32519224961995
1279,8.305361483012367
1280,8.284749784243441
1281,8.262492598349727
1282,8.240304059230208
1283,8.216568009927196
1284,8.192469620875626
1285,8.166023531693664
1286,8.139953131575844
1287,8.111985180493637
1288,8.083749101976057
1289,8.052616502113617
1290,8.01934752408906
1291,7.9841798814365195
1292,7.945464597095845
1293,7.905395169922883
1294,7.859892526001967
1295,7.813753191096701
1296,7.760013748858957
1297,7.706320347679657
1298,7.643907550478305
1299,7.58153074850445
1300,7.510285419122837
1301,7.441093216443737
1302,7.369237448146665
1303,7.300483689509636
1304,7.236777807694132
1305,7.178874236131864
1306,7.133840884084573
1307,7.097573854808639
1308,7.067227061929198
1309,7.038473353767939
1310,7.013420904251452
1311,6.9872304271958825
1312,6.960289613704522
1313,6.932667987288511
1314,6.905085097710327
1315,6.885964993208359
1316,6.879735550432588
1317,6.891362483352313
1318,6.916942712608946
1319,6.9621808252837125
1320,7.016049867975468
1321,7.083913378296242
1322,7.149172384578938
1323,7.217792917669928
1324,7.277907949358919
1325,7.339467618012361
1326,7.387066505141632
1327,7.432392350064636
1328,7.463566947090366
1329,7.489535303239147
1330,7.508755095243704
1331,7.526138000117958
1332,7.54090092236505
1333,7.557031967304063
1334,7.567758128012396
1335,7.58638690116577
1336,7.597058642568783
1337,7.615601495935422
1338,7.626775002651117
1339,7.64479224754066
1340,7.652894536571769
1341,7.664327414583698
1342,7.669105466911072
1343,7.676222783056607
1344,7.678495624412527
1345,7.681556312821749
1346,7.681244962977479
1347,7.6807090254125026
1348,7.678237175234505
1349,7.67524353115041
1350,7.671083809837905
1351,7.6657563640642525
1352,7.66041996480989
