,lat,long
463,16.728569,-67.773926
464,16.755539,-67.77429
465,16.782524,-67.77472
466,16.80951,-67.775085
467,16.83648,-67.77548
468,16.863464,-67.77588
469,16.89045,-67.776276
470,16.917427,-67.77667
471,16.944412,-67.77704
472,16.97139,-67.777466
473,16.99836,-67.77783
474,17.025345,-67.77823
475,17.052322,-67.778625
476,17.079292,-67.77902
477,17.106277,-67.77942
478,17.133247,-67.779816
479,17.160217,-67.78021
480,17.187202,-67.78058
481,17.21418,-67.781006
482,17.24115,-67.78137
483,17.268127,-67.78177
484,17.295097,-67.782166
485,17.322075,-67.78256
486,17.349068,-67.78296
487,17.376022,-67.783356
488,17.402992,-67.78375
489,17.429977,-67.78415
490,17.456955,-67.784546
491,17.48391,-67.78494
492,17.510895,-67.78534
493,17.537865,-67.785706
494,17.56485,-67.78613
495,17.59182,-67.7865
496,17.618774,-67.78693
497,17.645767,-67.78729
498,17.672737,-67.78769
499,17.6997,-67.788086
500,17.72667,-67.78848
501,17.75364,-67.78888
502,17.780624,-67.789276
503,17.807587,-67.78967
504,17.834549,-67.79007
505,17.861511,-67.79047
506,17.888481,-67.79086
507,17.915451,-67.79126
508,17.942413,-67.79166
509,17.96939,-67.79205
510,17.996353,-67.79245
511,18.02333,-67.79285
512,18.050285,-67.79324
513,18.077248,-67.79364
514,18.104202,-67.79404
515,18.131195,-67.79443
516,18.15815,-67.79483
517,18.185097,-67.79523
518,18.212067,-67.79562
519,18.239037,-67.79602
520,18.266014,-67.79645
521,18.292946,-67.796814
522,18.319908,-67.79724
523,18.346886,-67.79761
524,18.373848,-67.798035
525,18.400795,-67.79843
526,18.42775,-67.79883
527,18.454735,-67.799225
528,18.481674,-67.79962
529,18.508636,-67.80002
530,18.535591,-67.800415
531,18.56253,-67.80081
532,18.5895,-67.80121
533,18.616455,-67.801605
534,18.643402,-67.802
535,18.670357,-67.80243
536,18.697319,-67.802795
537,18.724266,-67.80322
538,18.751228,-67.80362
539,18.778175,-67.804016
540,18.80513,-67.80441
541,18.832092,-67.80481
542,18.859024,-67.80521
543,18.885963,-67.8056
544,18.912933,-67.80603
545,18.93988,-67.8064
546,18.966827,-67.80682
547,18.993767,-67.80722
548,19.020721,-67.80762
549,19.047668,-67.808014
550,19.074615,-67.80841
551,19.10154,-67.80884
552,19.12851,-67.809235
553,19.155441,-67.80963
554,19.182373,-67.81003
555,19.209328,-67.810425
556,19.236252,-67.81082
557,19.263199,-67.81122
558,19.290146,-67.811646
559,19.317078,-67.81204
560,19.34401,-67.81244
561,19.370964,-67.812836
562,19.397888,-67.81323
563,19.42482,-67.81366
564,19.451767,-67.81406
565,19.478699,-67.81445
566,19.50563,-67.81485
567,19.53257,-67.81525
568,19.559494,-67.815674
569,19.586426,-67.81607
570,16.540092,-67.74304
571,16.567078,-67.74341
572,16.594032,-67.743805
573,16.62101,-67.7442
574,16.64801,-67.74457
575,16.674988,-67.744965
576,16.701958,-67.74536
577,16.728958,-67.74573
578,16.75592,-67.746124
579,16.782906,-67.74652
580,16.809883,-67.74692
581,16.83686,-67.747314
582,16.863846,-67.74768
583,16.890823,-67.74808
584,16.917793,-67.748474
585,16.944778,-67.74884
586,16.971756,-67.74924
587,16.998734,-67.74963
588,17.025711,-67.75003
589,17.052681,-67.75043
590,17.07965,-67.75079
591,17.106651,-67.75119
592,17.133629,-67.75159
593,17.160599,-67.75195
594,17.187592,-67.75235
595,17.214554,-67.75275
596,17.241524,-67.75314
597,17.268501,-67.75354
598,17.295471,-67.75391
599,17.322456,-67.7543
600,17.349434,-67.7547
601,17.376396,-67.7551
602,17.403374,-67.75549
603,17.430367,-67.75586
604,17.457321,-67.756256
605,17.484291,-67.75665
606,17.511269,-67.75705
607,17.538254,-67.75745
608,17.565216,-67.75781
609,17.592194,-67.75821
610,17.619148,-67.758606
611,17.646141,-67.759
612,17.673119,-67.7594
613,17.70008,-67.759766
614,17.72705,-67.76019
615,17.75402,-67.76056
616,17.780983,-67.760956
617,17.807968,-67.76135
618,17.83493,-67.76175
619,17.8619,-67.762146
620,17.88887,-67.76251
621,17.915833,-67.76294
622,17.942795,-67.763306
623,17.96975,-67.7637
624,17.996727,-67.7641
625,18.02369,-67.764496
626,18.05066,-67.76489
627,18.07763,-67.76529
628,18.104584,-67.765686
629,18.131569,-67.76605
630,18.158516,-67.76648
631,18.185478,-67.766846
632,18.212463,-67.76724
633,18.239418,-67.76764
634,18.266373,-67.768036
635,18.293335,-67.76843
636,18.320297,-67.76883
637,18.347267,-67.769226
638,18.374222,-67.76962
639,18.401169,-67.77002
640,18.428146,-67.770386
641,18.455101,-67.77081
642,18.482048,-67.77118
643,18.509018,-67.77161
644,18.535957,-67.77197
645,18.56292,-67.77237
646,18.589882,-67.772766
647,18.616837,-67.77316
648,18.643784,-67.77356
649,18.670746,-67.77396
650,18.6977,-67.77435
651,18.724648,-67.77475
652,18.751617,-67.77515
653,18.778564,-67.77554
654,18.805496,-67.77594
655,18.832458,-67.77634
656,18.859406,-67.77673
657,18.886353,-67.77713
658,18.913315,-67.77753
659,18.940262,-67.77792
660,18.967201,-67.77832
661,18.994156,-67.77872
662,19.021095,-67.77911
663,19.04805,-67.77951
664,19.07499,-67.77991
665,19.101913,-67.780304
666,19.128883,-67.7807
667,19.155823,-67.7811
668,19.182747,-67.781494
669,19.209717,-67.78189
670,19.23664,-67.78229
671,19.263573,-67.782684
672,19.290527,-67.78308
673,19.317467,-67.78351
674,19.344406,-67.783875
675,19.371338,-67.7843
676,19.39827,-67.7847
677,19.425201,-67.785095
678,19.452156,-67.78549
679,19.479073,-67.78589
680,19.505997,-67.786285
681,19.532944,-67.78668
682,19.55989,-67.78708
683,19.586807,-67.787476
684,16.540451,-67.714905
685,16.567436,-67.71527
686,16.594398,-67.71564
687,16.621376,-67.716034
688,16.648376,-67.71643
689,16.675354,-67.7168
690,16.702316,-67.71719
691,16.729324,-67.71759
692,16.756294,-67.71796
693,16.783264,-67.71832
694,16.81025,-67.71872
695,16.837234,-67.71912
696,16.864212,-67.71948
697,16.89119,-67.71988
698,16.91816,-67.720276
699,16.945152,-67.72064
700,16.972137,-67.72104
701,16.999107,-67.721436
702,17.026077,-67.7218
703,17.053047,-67.7222
704,17.08004,-67.722595
705,17.107018,-67.72296
706,17.133987,-67.72336
707,17.160957,-67.723724
708,17.187958,-67.72412
709,17.21492,-67.72449
710,17.24189,-67.724884
711,17.268867,-67.72528
712,17.295853,-67.72565
713,17.322815,-67.72604
714,17.349792,-67.72644
715,17.37677,-67.72681
716,17.403748,-67.7272
717,17.430733,-67.7276
718,17.457695,-67.72797
719,17.484657,-67.72836
720,17.51165,-67.72876
721,17.538612,-67.72916
722,17.56559,-67.72955
723,17.592552,-67.72992
724,17.619522,-67.730316
725,17.646515,-67.73071
726,17.673477,-67.73108
727,17.700447,-67.731476
728,17.72741,-67.73187
729,17.754387,-67.73224
730,17.781357,-67.732635
731,17.808334,-67.73303
732,17.835304,-67.7334
733,17.862274,-67.733795
734,17.889229,-67.73419
735,17.916199,-67.73459
736,17.943161,-67.734985
737,17.97013,-67.73535
738,17.9971,-67.73575
739,18.024055,-67.736145
740,18.051033,-67.73651
741,18.078003,-67.73691
742,18.104965,-67.737305
743,18.131943,-67.7377
744,18.158882,-67.7381
745,18.185844,-67.738464
746,18.212822,-67.73886
747,18.239784,-67.73926
748,18.266739,-67.739655
749,18.293709,-67.74005
750,18.320663,-67.74042
751,18.347641,-67.740814
752,18.374588,-67.74121
753,18.401558,-67.74161
754,18.428505,-67.742004
755,18.45546,-67.74237
756,18.482422,-67.74277
757,18.5094,-67.743164
758,18.536339,-67.74356
759,18.563286,-67.74396
760,18.590256,-67.74432
761,18.617203,-67.74472
762,18.644165,-67.74512
763,18.671112,-67.745514
764,18.698067,-67.74591
765,18.725014,-67.74628
766,18.751976,-67.746704
767,18.77893,-67.74707
768,18.805878,-67.74747
769,18.832832,-67.74786
770,18.85978,-67.74826
771,18.886726,-67.74866
772,18.913681,-67.74902
773,18.94062,-67.74945
774,18.967583,-67.74982
775,18.994522,-67.75021
776,19.021461,-67.75061
777,19.048416,-67.75101
778,19.07537,-67.7514
779,19.102303,-67.7518
780,19.129242,-67.7522
781,19.156181,-67.75256
782,19.18312,-67.75299
783,19.210083,-67.75336
784,19.237015,-67.75375
785,19.263939,-67.75415
786,19.290894,-67.75455
787,19.31784,-67.754944
788,19.344772,-67.75534
789,19.371704,-67.75574
790,19.398636,-67.756134
791,19.425575,-67.75653
792,19.452522,-67.75693
793,19.479454,-67.757324
794,19.506378,-67.75772
795,19.533333,-67.75812
796,19.56025,-67.758484
797,19.587173,-67.75891
798,16.540817,-67.68674
799,16.56781,-67.68713
800,16.594772,-67.6875
801,16.621758,-67.68787
802,16.648743,-67.68826
803,16.67572,-67.68863
804,16.702682,-67.689026
805,16.729698,-67.68939
806,16.75666,-67.68979
807,16.78363,-67.690155
808,16.81063,-67.69055
809,16.837608,-67.69092
810,16.864578,-67.691315
811,16.891548,-67.69168
812,16.918533,-67.69208
813,16.945526,-67.692444
814,16.972496,-67.69281
815,16.999458,-67.69321
816,17.026451,-67.6936
817,17.053429,-67.69397
818,17.080406,-67.694336
819,17.107391,-67.69473
820,17.134361,-67.69513
821,17.161346,-67.695496
822,17.188324,-67.69589
823,17.215286,-67.69626
824,17.242264,-67.696655
825,17.269241,-67.69702
826,17.296211,-67.69742
827,17.323181,-67.697784
828,17.350166,-67.69818
829,17.377151,-67.69855
830,17.404114,-67.698944
831,17.431091,-67.69934
832,17.458069,-67.69971
833,17.485023,-67.70007
834,17.512009,-67.70047
835,17.538986,-67.70087
836,17.565948,-67.70123
837,17.592918,-67.70163
838,17.619904,-67.70203
839,17.646881,-67.70239
840,17.673843,-67.70276
841,17.700813,-67.703156
842,17.72779,-67.70355
843,17.75476,-67.70392
844,17.781723,-67.704315
845,17.808693,-67.70471
846,17.835678,-67.70508
847,17.862633,-67.705475
848,17.889595,-67.70587
849,17.916565,-67.70624
850,17.943535,-67.706604
851,17.970512,-67.707
852,17.99746,-67.7074
853,18.024437,-67.70776
854,18.051407,-67.70816
855,18.07837,-67.70856
856,18.105331,-67.70892
857,18.132301,-67.70932
858,18.159279,-67.70972
859,18.186218,-67.71008
860,18.213196,-67.71048
861,18.24015,-67.71088
862,18.267105,-67.71124
863,18.294075,-67.71164
864,18.321037,-67.712036
865,18.348,-67.7124
866,18.374962,-67.7128
867,18.401924,-67.713196
868,18.428886,-67.71356
869,18.455841,-67.71396
870,18.482788,-67.714355
871,18.509766,-67.71472
872,18.536713,-67.71512
873,18.56366,-67.715515
874,18.590614,-67.71588
875,18.617577,-67.71628
876,18.644531,-67.716675
877,18.671494,-67.71704
878,18.698433,-67.71744
879,18.725403,-67.717834
880,18.75235,-67.71823
881,18.779297,-67.71863
882,18.806236,-67.718994
883,18.833206,-67.71939
884,18.860153,-67.71979
885,18.887093,-67.72015
886,18.914047,-67.72055
887,18.941002,-67.72095
888,18.967941,-67.721344
889,18.994904,-67.72174
890,19.021835,-67.72211
891,19.04879,-67.7225
892,19.075737,-67.7229
893,19.102676,-67.72327
894,19.129623,-67.72366
895,19.156578,-67.72406
896,19.183502,-67.72446
897,19.21045,-67.72485
898,19.237389,-67.72522
899,19.264313,-67.72562
900,19.291267,-67.72601
901,19.3182,-67.72641
902,19.345139,-67.72681
903,19.372086,-67.72717
904,19.399025,-67.72757
905,19.425957,-67.72797
906,19.452888,-67.72836
907,19.47982,-67.72876
908,19.50676,-67.729126
909,19.533699,-67.72952
910,19.560623,-67.72992
911,19.58754,-67.730316
912,16.541168,-67.6586
913,16.568161,-67.658966
914,16.595123,-67.65936
915,16.622124,-67.65973
916,16.649101,-67.660095
917,16.676071,-67.66046
918,16.703041,-67.66086
919,16.730042,-67.661224
920,16.757027,-67.66162
921,16.784004,-67.66199
922,16.810982,-67.66235
923,16.83796,-67.66272
924,16.864944,-67.66312
925,16.891922,-67.66348
926,16.918884,-67.66388
927,16.945892,-67.664246
928,16.972855,-67.66461
929,16.999825,-67.66501
930,17.026825,-67.665375
931,17.053795,-67.66577
932,17.080765,-67.66614
933,17.107742,-67.666504
934,17.134712,-67.66687
935,17.161697,-67.66727
936,17.188683,-67.66766
937,17.21566,-67.66803
938,17.242607,-67.668396
939,17.269608,-67.66876
940,17.296585,-67.66916
941,17.323555,-67.669556
942,17.350525,-67.66992
943,17.377502,-67.67029
944,17.404472,-67.670685
945,17.43145,-67.67105
946,17.45842,-67.67145
947,17.485405,-67.671814
948,17.512367,-67.67218
949,17.539337,-67.67258
950,17.566322,-67.67294
951,17.5933,-67.67334
952,17.620262,-67.673706
953,17.64724,-67.67407
954,17.67421,-67.67447
955,17.701164,-67.674866
956,17.728157,-67.67523
957,17.75512,-67.6756
958,17.782082,-67.675995
959,17.809052,-67.67636
960,17.83603,-67.67676
961,17.862999,-67.677124
962,17.889969,-67.67752
963,17.916939,-67.67789
964,17.943909,-67.67828
965,17.970863,-67.67865
966,17.997833,-67.67905
967,18.024788,-67.67941
968,18.051773,-67.67981
969,18.07872,-67.680176
970,18.105682,-67.68057
971,18.13266,-67.68094
972,18.15963,-67.681335
973,18.186592,-67.6817
974,18.213554,-67.6821
975,18.240517,-67.682495
976,18.267487,-67.68286
977,18.294441,-67.68323
978,18.321396,-67.683624
979,18.348366,-67.68402
980,18.375336,-67.68439
981,18.402283,-67.68475
982,18.429245,-67.68515
983,18.4562,-67.68555
984,18.483162,-67.68591
985,18.510132,-67.68631
986,18.537064,-67.68671
987,18.564018,-67.68707
988,18.590996,-67.68744
989,18.617943,-67.687836
990,18.644897,-67.68823
991,18.671844,-67.6886
992,18.698792,-67.688995
993,18.725754,-67.68939
994,18.752716,-67.68976
995,18.779663,-67.690155
996,18.806602,-67.69052
997,18.83358,-67.69092
998,18.86052,-67.691284
999,18.887459,-67.69168
1000,18.914413,-67.69208
1001,18.941368,-67.692444
1002,18.968323,-67.69284
1003,18.995255,-67.69324
1004,19.022194,-67.6936
1005,19.049156,-67.694
1006,19.076096,-67.6944
1007,19.103035,-67.69476
1008,19.129974,-67.69516
1009,19.156929,-67.69556
1010,19.183868,-67.69592
1011,19.210815,-67.69632
1012,19.237747,-67.696686
1013,19.264671,-67.69708
1014,19.291641,-67.69748
1015,19.318573,-67.697845
1016,19.345505,-67.69824
1017,19.372437,-67.69864
1018,19.399376,-67.699005
1019,19.426315,-67.6994
1020,19.453255,-67.6998
1021,19.480202,-67.700195
1022,19.507126,-67.70056
1023,19.534065,-67.70096
1024,19.560997,-67.701355
1025,19.587914,-67.70172
1026,16.541527,-67.63043
1027,16.568535,-67.63083
1028,16.595505,-67.631195
1029,16.622482,-67.63156
1030,16.649467,-67.63193
1031,16.67643,-67.632324
1032,16.703415,-67.63269
1033,16.7304,-67.63306
1034,16.757378,-67.63342
1035,16.784363,-67.63379
1036,16.81134,-67.634186
1037,16.838326,-67.63455
1038,16.865295,-67.63492
1039,16.892273,-67.635284
1040,16.919258,-67.63568
1041,16.94625,-67.63605
1042,16.97322,-67.63641
1043,17.000183,-67.63678
1044,17.027176,-67.637146
1045,17.054153,-67.63754
1046,17.081123,-67.63791
1047,17.108109,-67.638275
1048,17.13507,-67.63867
1049,17.162064,-67.63904
1050,17.189041,-67.639404
1051,17.216003,-67.63977
1052,17.242981,-67.64014
1053,17.269966,-67.64053
1054,17.296936,-67.6409
1055,17.323898,-67.6413
1056,17.350899,-67.64166
1057,17.377869,-67.64203
1058,17.404839,-67.642395
1059,17.431816,-67.64276
1060,17.45877,-67.64316
1061,17.485771,-67.643524
1062,17.512733,-67.64392
1063,17.539711,-67.64429
1064,17.566696,-67.64465
1065,17.59365,-67.64502
1066,17.62062,-67.64542
1067,17.647598,-67.64578
1068,17.67456,-67.64618
1069,17.701546,-67.646545
